id	title	description	category	inventoryHeight	inventoryWidth	image	customProperties
card_iron_monk_resonant_form	Resonant Form	Enter full Resonant Form for 1 round. Your Attack cards deal +8 damage. Enemies who hit you in melee take 8 + RESONANCE damage. Gain Regen 3 for the round. **Below half HP:** Attack bonus increases to +14 damage, and Regen increases to 5.	power				"{""apCost"":""3"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""class:iron_monk"",""tier"":""3"",""cardType"":""Power"",""baseDamage"":"""",""damageStat"":"""",""keywords"":""Regen 3"",""unlockLevel"":""7"",""startingHand"":""""}"
card_iron_monk_resonant_pulse	Resonant Pulse	Release a pulse of Between energy from your body. All enemies within 15 feet take 10 + RESONANCE damage and are pushed 10 feet away. **Below half HP:** Damage increases to 16 + RESONANCE and all affected enemies gain Stagger.	subclass				"{""apCost"":""2"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""class:iron_monk"",""tier"":""2"",""cardType"":""Attack"",""baseDamage"":"""",""damageStat"":"""",""keywords"":""Stagger"",""unlockLevel"":""3"",""startingHand"":""""}"
card_iron_monk_resonant_rebuke	Resonant Rebuke	Triggered when an enemy hits you with a melee attack. Immediately strike back. Deal 12 + IRON damage. Apply Expose 2. **Below half HP:** Deal 16 + IRON damage instead and apply Stagger.	subclass_power				"{""apCost"":""2"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""class:iron_monk"",""tier"":""2"",""cardType"":""Attack"",""baseDamage"":""12"",""damageStat"":""IRON"",""keywords"":""Expose 2|Stagger"",""unlockLevel"":""10"",""startingHand"":""""}"
card_iron_monk_resonant_sovereign	Resonant Sovereign	Your Between mastery reaches its operational peak. For the rest of the scene: your IRON and RESONANCE each increase by 2. Your below-half-HP bonuses on all cards activate even when above half HP. Once per scene.	subclass_power				"{""apCost"":""3"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""class:iron_monk"",""tier"":""3"",""cardType"":""Utility"",""baseDamage"":"""",""damageStat"":"""",""keywords"":"""",""unlockLevel"":""15"",""startingHand"":""""}"
card_iron_monk_resonant_strike	Resonant Strike	A Between-channeled strike. Deal 6 + IRON damage. This attack counts as resonant — it affects incorporeal and Iron Afterlife entities at full damage. **Below half HP:** Deal 10 + IRON damage instead.	core_ability				"{""apCost"":""1"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""class:iron_monk"",""tier"":""1"",""cardType"":""Attack"",""baseDamage"":""6"",""damageStat"":""IRON"",""keywords"":"""",""unlockLevel"":""1"",""startingHand"":""true""}"
card_iron_monk_suffering_engine	Suffering Engine	Convert your damage into Between energy. When you take 10 or more damage in a single hit, your next Attack card this scene deals +10 damage. This bonus stacks — each qualifying hit adds +10 to the pool (maximum +30). The pool resets when you use it.	power				"{""apCost"":""2"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""class:iron_monk"",""tier"":""2"",""cardType"":""Utility"",""baseDamage"":"""",""damageStat"":"""",""keywords"":"""",""unlockLevel"":""6"",""startingHand"":""""}"
card_iron_monk_sustained_between	Sustained Between	Hold the Between state under pressure. Remove one Stagger, Silence, or Root effect from yourself. Gain Fortify for 1 round. **Below half HP:** Also recover 8 HP.	subclass_power				"{""apCost"":""2"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""class:iron_monk"",""tier"":""2"",""cardType"":""Defense"",""baseDamage"":"""",""damageStat"":"""",""keywords"":""Fortify|Cleanse"",""unlockLevel"":""9"",""startingHand"":""""}"
card_iron_monk_the_living_sutra	The Living Sutra	You are the Sutra expressed. Deal 16 + IRON damage to one target within melee range. All allies within 30 feet who can see you recover 8 HP and gain Guard 8. **Below half HP:** Your attack deals 24 + IRON damage instead, and allied recovery increases to 14 HP.	subclass_power				"{""apCost"":""3"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""class:iron_monk"",""tier"":""3"",""cardType"":""Attack"",""baseDamage"":""16"",""damageStat"":""IRON"",""keywords"":""Guard 8|Pierce 4"",""unlockLevel"":""14"",""startingHand"":""""}"
card_iron_monk_void_brush	Void Brush	The Iron Afterlife's edge no longer unmakes you. Gain immunity to Silence and Stagger for 1 round. Gain Guard 8. Once per scene: if a hit would reduce you to 0 HP, reduce it to 1 HP instead (automatic, no action required). **Below half HP:** Guard increases to 12.	power				"{""apCost"":""2"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""class:iron_monk"",""tier"":""2"",""cardType"":""Defense"",""baseDamage"":"""",""damageStat"":"""",""keywords"":""Guard 8"",""unlockLevel"":""6"",""startingHand"":""""}"
card_iron_monk_void_culmination	Void Culmination	Channel everything you have endured into a single expression of the Between. Deal 20 + IRON damage to one target. Pierce 8. For every 10 HP you have lost this scene (not current, total lost), deal +4 additional damage (maximum +20). Apply Expose 3 and Stagger.	subclass_power				"{""apCost"":""3"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""class:iron_monk"",""tier"":""3"",""cardType"":""Attack"",""baseDamage"":""20"",""damageStat"":""IRON"",""keywords"":""Expose 3|Stagger|Pierce 8"",""unlockLevel"":""18"",""startingHand"":""""}"
card_iron_monk_void_edge	Void Edge	Strike from the Between's edge. Deal 14 + IRON damage. This card deals +6 additional damage for each Control effect (Stagger, Silence, Root, Expose, Overheat) currently active on the target.	subclass_power				"{""apCost"":""2"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""class:iron_monk"",""tier"":""2"",""cardType"":""Attack"",""baseDamage"":""14"",""damageStat"":""IRON"",""keywords"":""Pierce 4"",""unlockLevel"":""12"",""startingHand"":""""}"
card_echo_speaker_afterlife_attunement	Afterlife Attunement	Deepen your Veil connection. Detect all Echomind presences (living and dead) within 60 feet. Learn one piece of tactical information about one enemy — their current HP bracket, an active status effect, or one card category they hold. In combat, this also reveals any Iron Afterlife entities active in the area.	core_ability				"{""apCost"":""1"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""class:echo_speaker"",""tier"":""1"",""cardType"":""Utility"",""baseDamage"":"""",""damageStat"":"""",""keywords"":""Veil"",""unlockLevel"":""1"",""startingHand"":""""}"
card_echo_speaker_afterlife_army	Afterlife Army	Call upon the dead who have unfinished business nearby. For 1 round, spiritual presences harass all enemies within 30 feet. Each enemy takes 12 + RESONANCE damage and gains Stagger. Enemies cannot use Veil cards this round — the dead drown out their social manipulation.	subclass_power				"{""apCost"":""3"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""class:echo_speaker"",""tier"":""3"",""cardType"":""Attack"",""baseDamage"":"""",""damageStat"":"""",""keywords"":""Stagger|Silence"",""unlockLevel"":""15"",""startingHand"":""""}"
card_echo_speaker_anchor_of_the_living	Anchor of the Living	You become a stable point between the worlds. Any ally within 30 feet who would be reduced to 0 HP this round is instead held at 1 HP. They do not make death checks this round. This effect triggers once per round automatically — it does not cost your action when it triggers.	power				"{""apCost"":""2"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""class:echo_speaker"",""tier"":""2"",""cardType"":""Utility"",""baseDamage"":"""",""damageStat"":"""",""keywords"":"""",""unlockLevel"":""6"",""startingHand"":""""}"
card_echo_speaker_between_witness	Between Witness	Project your full awareness into the Iron Afterlife while remaining physically present. For 1 round, you perceive both worlds simultaneously. You learn the true motivations, last words, and death circumstances of any creature who has died in the area within the past year. In combat: apply Expose 3 to all enemies as the dead reveal their weaknesses to you.	subclass_power				"{""apCost"":""3"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""class:echo_speaker"",""tier"":""3"",""cardType"":""Utility"",""baseDamage"":"""",""damageStat"":"""",""keywords"":""Expose 3"",""unlockLevel"":""18"",""startingHand"":""""}"
card_echo_speaker_beyond_the_veil	Beyond the Veil	The Iron Afterlife no longer looks at you with hostility. Gain immunity to Silence and Stagger from Iron Afterlife sources for the rest of the scene. Gain Guard 8. Your next RESONANCE card this turn costs 0 AP.	subclass_power				"{""apCost"":""2"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""class:echo_speaker"",""tier"":""2"",""cardType"":""Defense"",""baseDamage"":"""",""damageStat"":"""",""keywords"":""Guard 8"",""unlockLevel"":""11"",""startingHand"":""""}"
card_echo_speaker_dead_chorus	Dead Chorus	Channel a chorus of dead voices into a disorienting wave. All enemies within 20 feet take 10 + RESONANCE damage and gain Stagger. Enemies with active Silence take an additional 6 damage — the dead they cannot hear speak anyway.	power				"{""apCost"":""2"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""class:echo_speaker"",""tier"":""2"",""cardType"":""Attack"",""baseDamage"":"""",""damageStat"":"""",""keywords"":""Stagger"",""unlockLevel"":""8"",""startingHand"":""""}"
card_echo_speaker_dead_reckoning	Dead Reckoning	The dead name the guilty. Target one enemy within 60 feet. Deal 22 + VEIL damage. Apply Expose 3, Stagger, and Silence. For the rest of the scene, this enemy cannot benefit from Veil effects or concealment — the dead have marked them.	subclass_power				"{""apCost"":""3"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""class:echo_speaker"",""tier"":""3"",""cardType"":""Attack"",""baseDamage"":""22"",""damageStat"":""VEIL"",""keywords"":""Expose 3|Stagger|Silence"",""unlockLevel"":""17"",""startingHand"":""""}"
card_echo_speaker_dead_voice	Dead Voice	Channel a dead voice as a weapon — grief and accusation made audible. Deal 6 + RESONANCE damage to one target within 30 feet. Apply Expose 1.	core_ability				"{""apCost"":""1"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""class:echo_speaker"",""tier"":""1"",""cardType"":""Attack"",""baseDamage"":""6"",""damageStat"":""RESONANCE"",""keywords"":""Expose 1"",""unlockLevel"":""1"",""startingHand"":""true""}"
card_echo_speaker_dead_weight	Dead Weight	Channel the weight of the dead onto one enemy within 30 feet. Deal 10 + RESONANCE damage. Apply Root and Stagger. The target feels the accumulated grief of those they have harmed — they cannot use Veil cards next turn.	subclass_power				"{""apCost"":""2"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""class:echo_speaker"",""tier"":""2"",""cardType"":""Control"",""baseDamage"":""10"",""damageStat"":""RESONANCE"",""keywords"":""Root|Stagger"",""unlockLevel"":""13"",""startingHand"":""""}"
card_echo_speaker_echo_absolute	Echo Absolute	The dead stand between you and harm. For 1 round, all damage you take is reduced by 12 before Guard applies. Allies within 20 feet gain Guard 10. Any enemy who deals damage to you or an ally this round takes 8 + RESONANCE damage as the dead strike back.	subclass_power				"{""apCost"":""3"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""class:echo_speaker"",""tier"":""3"",""cardType"":""Defense"",""baseDamage"":"""",""damageStat"":"""",""keywords"":""Guard 10"",""unlockLevel"":""18"",""startingHand"":""""}"
card_echo_speaker_echo_armor	Echo Armor	The dead reinforce you. Gain Guard 8. While Guard is active from this card, you cannot be targeted by Veil or social manipulation cards — the dead notice and intercept.	subclass				"{""apCost"":""1"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""class:echo_speaker"",""tier"":""1"",""cardType"":""Defense"",""baseDamage"":"""",""damageStat"":"""",""keywords"":""Guard 8"",""unlockLevel"":""4"",""startingHand"":""""}"
card_echo_speaker_echo_barrage	Echo Barrage	Release a barrage of dead voices and resonant grief at up to three targets within 40 feet. Each takes 8 + RESONANCE damage and gains Expose 1.	subclass_power				"{""apCost"":""2"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""class:echo_speaker"",""tier"":""2"",""cardType"":""Attack"",""baseDamage"":"""",""damageStat"":"""",""keywords"":""Expose 1"",""unlockLevel"":""9"",""startingHand"":""""}"
card_echo_speaker_echo_engine	Echo Engine	— (see Grief Engine)	core_ability				"{""apCost"":""3"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""class:echo_speaker"",""tier"":""3"",""cardType"":""Utility"",""baseDamage"":"""",""damageStat"":"""",""keywords"":"""",""unlockLevel"":"""",""startingHand"":""""}"
card_echo_speaker_echo_shield	Echo Shield	Triggered when you or an ally within 20 feet is targeted by an attack. The dead intercept — apply Guard 6 to the target. The attacker takes 4 + RESONANCE damage as spiritual backlash.	core_ability				"{""apCost"":""1"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""class:echo_speaker"",""tier"":""1"",""cardType"":""Defense"",""baseDamage"":"""",""damageStat"":"""",""keywords"":""Guard 6"",""unlockLevel"":""1"",""startingHand"":""true""}"
card_echo_speaker_echo_storm	Echo Storm	Call a wave of spiritual static from the Iron Afterlife. All creatures within a 20-foot radius of a point within 60 feet take 16 + RESONANCE damage. Apply Stagger. All Signal and Resonance cards used in the area this round are Silenced.	power				"{""apCost"":""3"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""class:echo_speaker"",""tier"":""3"",""cardType"":""Attack"",""baseDamage"":"""",""damageStat"":"""",""keywords"":""Stagger|Silence"",""unlockLevel"":""6"",""startingHand"":""""}"
card_echo_speaker_echo_torrent	Echo Torrent	Unleash a torrent of grief and dead voices across a 30-foot cone. All enemies in the cone take 18 + RESONANCE damage and gain Stagger and Expose 2.	subclass_power				"{""apCost"":""3"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""class:echo_speaker"",""tier"":""3"",""cardType"":""Attack"",""baseDamage"":"""",""damageStat"":"""",""keywords"":""Stagger|Expose 2"",""unlockLevel"":""15"",""startingHand"":""""}"
card_echo_speaker_echomind_fracture	Echomind Fracture	Target one enemy within 30 feet. Their Echomind is cracked open by the weight of the dead. Deal 14 + RESONANCE damage. Apply Silence for 2 rounds, Stagger, and Expose 3. While Silenced by this card, the target hears the voices of those they have harmed — they cannot use Veil cards for the duration.	subclass_power				"{""apCost"":""3"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""class:echo_speaker"",""tier"":""3"",""cardType"":""Control"",""baseDamage"":""14"",""damageStat"":""RESONANCE"",""keywords"":""Silence|Stagger|Expose 3"",""unlockLevel"":""11"",""startingHand"":""""}"
card_echo_speaker_grief_blade	Grief Blade	Channel accumulated grief into a focused strike. Deal 12 + RESONANCE damage to one target within 30 feet. For every ally who has been reduced to 0 HP this scene, deal +4 additional damage (maximum +16). Apply Expose 2.	power				"{""apCost"":""2"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""class:echo_speaker"",""tier"":""2"",""cardType"":""Attack"",""baseDamage"":""12"",""damageStat"":""RESONANCE"",""keywords"":""Expose 2"",""unlockLevel"":""5"",""startingHand"":""""}"
card_echo_speaker_grief_cascade	Grief Cascade	Unleash a cascade of grief, accusation, and dead testimony at all enemies within 25 feet. Each takes 14 + RESONANCE damage and gains Stagger. Enemies with Expose active take an additional 8 damage.	subclass_power				"{""apCost"":""3"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""class:echo_speaker"",""tier"":""3"",""cardType"":""Attack"",""baseDamage"":"""",""damageStat"":"""",""keywords"":""Stagger|Pierce 4"",""unlockLevel"":""10"",""startingHand"":""""}"
card_echo_speaker_grief_engine	Grief Engine	Convert accumulated grief into power. Each time an ally or enemy dies within 30 feet of you this scene, gain a Grief stack (maximum 5). Each Grief stack adds +3 damage to your RESONANCE Attack cards. At 5 stacks, your next RESONANCE Attack card also applies Stagger and Expose 2 automatically, then stacks reset.	subclass_power				"{""apCost"":""3"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""class:echo_speaker"",""tier"":""3"",""cardType"":""Utility"",""baseDamage"":"""",""damageStat"":"""",""keywords"":""Expose 2|Stagger"",""unlockLevel"":""16"",""startingHand"":""""}"
card_echo_speaker_grief_weapon	Grief Weapon	Speak a word of grief that lands like a blow. Deal 5 + VEIL damage to one target within 30 feet. If the target has an active Expose effect, deal +4 additional damage.	core_ability				"{""apCost"":""1"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""class:echo_speaker"",""tier"":""1"",""cardType"":""Attack"",""baseDamage"":""5"",""damageStat"":""VEIL"",""keywords"":""Expose"",""unlockLevel"":""1"",""startingHand"":""""}"
card_echo_speaker_iron_afterlife_call	Iron Afterlife Call	Open a direct channel to the Iron Afterlife. In combat: learn the true nature of one enemy — their actual motivations, any active deceptions, and one card they are holding. Out of combat: contact any dead individual whose name or signature you know; they answer as completely as they are able.	subclass_power				"{""apCost"":""2"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""class:echo_speaker"",""tier"":""2"",""cardType"":""Utility"",""baseDamage"":"""",""damageStat"":"""",""keywords"":"""",""unlockLevel"":""9"",""startingHand"":""""}"
card_echo_speaker_one_foot_gone	One Foot Gone	Your partial presence in the Iron Afterlife shields you. Gain resistance to the next source of RESONANCE damage this round (halve it). Gain Guard 10. For 1 round, you cannot be Silenced — the dead keep your voice open.	subclass_power				"{""apCost"":""2"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""class:echo_speaker"",""tier"":""2"",""cardType"":""Defense"",""baseDamage"":"""",""damageStat"":"""",""keywords"":""Guard 10"",""unlockLevel"":""14"",""startingHand"":""""}"
card_echo_speaker_relay	Relay	Channel a dead voice through your own. One enemy within 30 feet hears an accusation or truth they cannot dismiss. Apply Stagger and Expose 1. Out of combat: a specific dead individual may speak through you for up to 1 minute, saying whatever they choose.	level_up				"{""apCost"":""1"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""class:echo_speaker"",""tier"":""1"",""cardType"":""Control"",""baseDamage"":"""",""damageStat"":"""",""keywords"":""Stagger|Expose 1"",""unlockLevel"":""2"",""startingHand"":""""}"
card_echo_speaker_resonant_grief	Resonant Grief	Your grief becomes a resonant weapon. Deal 14 + RESONANCE damage to one target within 40 feet. If you have lost an ally this scene, deal +8 additional damage. Apply Expose 2.	subclass_power				"{""apCost"":""2"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""class:echo_speaker"",""tier"":""2"",""cardType"":""Attack"",""baseDamage"":""14"",""damageStat"":""RESONANCE"",""keywords"":""Expose 2"",""unlockLevel"":""13"",""startingHand"":""""}"
card_echo_speaker_spirit_speech	Spirit Speech	Speak words that carry spiritual weight and cannot be silenced or suppressed. One statement you make this round cannot be countered by Veil, Signal, or deception effects. In combat: apply Stagger to all enemies within 20 feet who can hear you. The truth of the dead is louder than their defenses.	subclass				"{""apCost"":""2"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""class:echo_speaker"",""tier"":""2"",""cardType"":""Control"",""baseDamage"":"""",""damageStat"":"""",""keywords"":""Stagger"",""unlockLevel"":""3"",""startingHand"":""""}"
card_echo_speaker_spirit_ward	Spirit Ward	The dead form a protective presence around you. Gain Guard 6 and Fortify for 1 round. Enemies who target you with Veil cards this round have those cards lose their rider effects — the dead strip away the manipulation.	level_up				"{""apCost"":""1"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""class:echo_speaker"",""tier"":""1"",""cardType"":""Defense"",""baseDamage"":"""",""damageStat"":"""",""keywords"":""Guard 6|Fortify"",""unlockLevel"":""2"",""startingHand"":""""}"
card_echo_speaker_speak_for_the_fallen	Speak for the Fallen	Formally accuse one enemy within 30 feet on behalf of the dead. Apply Expose 3 and Stagger. The target cannot use Veil cards this round — the dead drown out their social armor. Out of combat: this accusation carries spiritual weight; it cannot be denied in any community that respects the Iron Afterlife.	power				"{""apCost"":""2"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""class:echo_speaker"",""tier"":""2"",""cardType"":""Control"",""baseDamage"":"""",""damageStat"":"""",""keywords"":""Expose 3|Stagger"",""unlockLevel"":""7"",""startingHand"":""""}"
card_echo_speaker_sustained_veil	Sustained Veil	Extend your Veil Walking into a sustained projection. For 1 round, you perceive both the physical world and the Iron Afterlife simultaneously. Hidden enemies are revealed. Iron Afterlife entities are visible and targetable by your cards. Gain +2 RESONANCE until end of turn.	power				"{""apCost"":""2"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""class:echo_speaker"",""tier"":""2"",""cardType"":""Utility"",""baseDamage"":"""",""damageStat"":"""",""keywords"":""Veil"",""unlockLevel"":""7"",""startingHand"":""""}"
card_echo_speaker_the_accuser	The Accuser	The dead speak through you with absolute authority. Name one enemy within 60 feet. Deal 16 + VEIL damage. Apply Expose 3, Silence for 2 rounds, and Root. For the rest of the scene, this enemy cannot benefit from Guard, Shield, or Fortify — the dead have stripped their defenses.	subclass_power				"{""apCost"":""3"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""class:echo_speaker"",""tier"":""3"",""cardType"":""Control"",""baseDamage"":""16"",""damageStat"":""VEIL"",""keywords"":""Expose 3|Silence|Root"",""unlockLevel"":""16"",""startingHand"":""""}"
card_echo_speaker_the_dead_remember	The Dead Remember	Access the Iron Afterlife's collective memory of this location. In combat: learn one fact about each enemy — their current HP total, one card they have not yet played, or one status immunity. Out of combat: ask the Afterlife one question about any event that occurred in the past year within 1 mile.	power				"{""apCost"":""2"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""class:echo_speaker"",""tier"":""2"",""cardType"":""Utility"",""baseDamage"":"""",""damageStat"":"""",""keywords"":"""",""unlockLevel"":""5"",""startingHand"":""""}"
card_echo_speaker_the_fallen_speak	The Fallen Speak	Every dead voice you have ever carried speaks at once. All enemies within 40 feet take 20 + RESONANCE damage and gain Stagger, Expose 2, and Silence for 1 round. Allies within 40 feet recover 10 HP and gain Guard 8 — the dead protect those who honor them.	subclass_power				"{""apCost"":""3"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""class:echo_speaker"",""tier"":""3"",""cardType"":""Attack"",""baseDamage"":"""",""damageStat"":"""",""keywords"":""Stagger|Expose 2|Silence|Guard 8"",""unlockLevel"":""19"",""startingHand"":""""}"
card_echo_speaker_veil_apotheosis	Veil Apotheosis	Become fully the bridge between the living and the dead. For 1 round: your RESONANCE and VEIL each increase by 3. Your RESONANCE Attack cards deal +VEIL additional damage. Your Control cards cannot be countered by Fortify or Veil effects. Once per scene.	subclass_power				"{""apCost"":""3"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""class:echo_speaker"",""tier"":""3"",""cardType"":""Utility"",""baseDamage"":"""",""damageStat"":"""",""keywords"":""Fortify|Veil"",""unlockLevel"":""19"",""startingHand"":""""}"
card_echo_speaker_veil_collapse	Veil Collapse	Tear the Veil between worlds open in a 25-foot radius within 60 feet. All enemies in the area take 18 + RESONANCE damage and gain Stagger and Silence for 2 rounds. Any Iron Afterlife entities in the area become fully manifest and hostile to all living creatures (GM determines specifics).	subclass_power				"{""apCost"":""3"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""class:echo_speaker"",""tier"":""3"",""cardType"":""Attack"",""baseDamage"":"""",""damageStat"":"""",""keywords"":""Stagger|Silence"",""unlockLevel"":""17"",""startingHand"":""""}"
card_echo_speaker_veil_disruption	Veil Disruption	Release disrupting spiritual energy at one creature within 30 feet. Deal 12 + RESONANCE damage. Apply Stagger and Expose 2. Creatures with no Echomind are immune to the Stagger but take full damage.	subclass				"{""apCost"":""2"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""class:echo_speaker"",""tier"":""2"",""cardType"":""Attack"",""baseDamage"":""12"",""damageStat"":""RESONANCE"",""keywords"":""Stagger|Expose 2"",""unlockLevel"":""4"",""startingHand"":""""}"
card_echo_speaker_veil_dominion	Veil Dominion	Your connection to the Veil becomes total. For the rest of the scene: you detect all hidden, concealed, and invisible creatures within 60 feet. You cannot be surprised. Your RESONANCE Attack cards deal +4 damage. All Control effects you apply last 1 additional round.	subclass_power				"{""apCost"":""3"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""class:echo_speaker"",""tier"":""3"",""cardType"":""Utility"",""baseDamage"":"""",""damageStat"":"""",""keywords"":""Veil"",""unlockLevel"":""12"",""startingHand"":""""}"
card_echo_speaker_veil_reach	Veil Reach	Extend your Veil influence to touch a target at range. Target one enemy within 60 feet. Deal 10 + VEIL damage. Apply Stagger and Expose 1. The target cannot become hidden or concealed for the rest of the scene — the dead have marked them.	power				"{""apCost"":""2"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""class:echo_speaker"",""tier"":""2"",""cardType"":""Control"",""baseDamage"":""10"",""damageStat"":""VEIL"",""keywords"":""Stagger|Expose 1|Mark"",""unlockLevel"":""8"",""startingHand"":""""}"
card_echo_speaker_veil_sense	Veil Sense	Open your awareness to the dead. Sense all Echomind presences within 60 feet, including hidden and concealed creatures. Learn whether each enemy has taken damage this scene and their HP bracket. In combat, also learn one active keyword on an unplayed card each enemy holds.	core_ability				"{""apCost"":""1"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""class:echo_speaker"",""tier"":""1"",""cardType"":""Utility"",""baseDamage"":"""",""damageStat"":"""",""keywords"":"""",""unlockLevel"":""1"",""startingHand"":""true""}"
card_echo_speaker_veil_sovereign	Veil Sovereign	Your dominion over the space between the living and dead reaches its peak. For the rest of the scene: allies within 30 feet cannot be reduced below 1 HP by a single hit (once per ally per scene). Your RESONANCE and VEIL cards each deal +4 damage. Once per scene.	subclass_power				"{""apCost"":""3"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""class:echo_speaker"",""tier"":""3"",""cardType"":""Utility"",""baseDamage"":"""",""damageStat"":"""",""keywords"":"""",""unlockLevel"":""14"",""startingHand"":""""}"
card_echo_speaker_veil_tear	Veil Tear	Tear the Veil and release concentrated Afterlife energy at one target within 60 feet. Deal 22 + RESONANCE damage. Pierce 6. Apply Expose 3 and Silence for 2 rounds. If the target is an Iron Afterlife entity, this card expels them from the physical world immediately.	subclass_power				"{""apCost"":""3"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""class:echo_speaker"",""tier"":""3"",""cardType"":""Attack"",""baseDamage"":""22"",""damageStat"":""RESONANCE"",""keywords"":""Expose 3|Silence|Pierce 6"",""unlockLevel"":""10"",""startingHand"":""""}"
